サロン名,〒,都道府県,市,詳細住所,tel,サロンHP,CCVeil取り扱い有無
SAI-KA-FEEL,625-0050,京都府,舞鶴市,北浜町3−1カワカミビル2F,0773-64-6721,http://ciao-web.jp/modules/web_shop/index.php/0120716721.html,有
S.COEUR ému,610-0355,京都府,京田辺市,山手西2-2-1( JR片町線･松井山手駅 ),0774 - 64 - 0008,http://s-coeur.com/salon/emu/,無
AVANCER La vie,611-0042,京都府,宇治市,小倉町西浦74-2ステイシー1ビル1F,0774-21-2390,http://www.avancer-hair.com/index,無
AVANCER,613-0034,京都府,久世郡,久御山町佐山籾池33—4 KJビル1F,0774-41-1684,http://www.avancer-hair.com/index,無
HairMake air (ヘアメイクエアー),611-0033,京都府,宇治市,大久保町上ノ山43−1,0774-46-0025,http://hairmake-air.com/hairmake-air/,無
Pina 大久保店,611-0033,京都府,宇治市,大久保町北ノ山83-1 森ビル1F,0774-48-4608,www.pina-mine.jp,無
ROOT by air (ルートバイエアー),610-0352,京都府,京田辺市,花住坂1−15−6,0774-64-0035,http://hairmake-air.com/root-by-air/,無
ETERNAL rush,610-0334,京都府,京田辺市,田辺中央1丁目3−4 グレイスイン京田辺 1F,0774-65-4600,https://eternal-rush.business.site/,有
casis rea 木津川台店,619-0225,京都府,木津川市,木津川台6丁目1-1,0774-72-7478,https://beauty.hotpepper.jp/slnH000182409/,無
KIZUNA 京都店,619-0238,京都府,相楽郡精華町精華台9-2-4 アピタタウンけいはんな店西館1F,,0774-98-3871,https://the-kid.co.jp,有
スタジオ フィット 長嶺店,861-8039,熊本県,熊本市,東区長嶺南7−6−1,096-243-2110,https://beauty.hotpepper.jp/slnH000100529/,無
美容室Lepa(レパーン),862-0970,熊本県,熊本市,熊本市中央区渡鹿3-8-10,096-245-6808,http://lepa-hair.com/,無
スタジオ フィット,861-1112,熊本県,合志市,幾久富1866−1293,096-249-2910,https://beauty.hotpepper.jp/slnH000050160/,無
Beauty Laboratory ASSORT,869-1101,熊本県,菊池郡,菊陽町津久礼2647-1,096-288-7160,https://beauty.hotpepper.jp/slnH000348149/,無
Organ(オルガン),860-0845,熊本県,熊本市,中央区上通リ1-26 aune KUMAMOTO 6F,096-312-3281,https://beauty.hotpepper.jp/slnH000111841/,有
gift hair salon,860-0845,熊本県,熊本市,中央区上通町2-41 京屋本店ビル2F,096-312-3789,https://beauty.hotpepper.jp/slnH000135687/,無
LUNON cheliy【ルノン シェリー】,860-0845,熊本県,熊本市,熊本市中央区上通町8-23 岩崎ビル2F,096-321-6332,https://www.lunon-group.com/,無
AOZORA HAIR namikizaka,860-0845,熊本県,熊本市,中央区上通町11-6風月ビル2F,096-323-5139,https://beauty.hotpepper.jp/slnH000289812/,無
hair salon YELLOW,860-0844,熊本県,熊本市,熊本市中央区水道町2−7上通スカイハイツエクセル405号室,096-325-8669,http://www.yellow-salon.com/,無
AOZORA HAIR ANY,860-0844,熊本県,熊本市,中央区水道町4-2 T-BRIO 2F-B,096-328-5039,https://beauty.hotpepper.jp/slnH000418802/,無
HAIR&RELAX SWEET,861-8006,熊本県,熊本市,北区瀧田7-36-54,096-338-0775,http://www.hair-sweet.com/,無
ZERUDA Flair,860-0845,熊本県,熊本市,中央区上通町1-1 NK第1ビル3F,096-351-5300,https://beauty.hotpepper.jp/slnH000172838/,無
tetra by aozora hair,860-0848,熊本県,熊本市,中央区南坪井町6-3ビアーレ並木坂1F,096-351-7633,https://beauty.hotpepper.jp/slnH000378934/,無
LUNON【ルノン】,860-0845,熊本県,熊本市,熊本市中央区上通町6-18 KOSHINビル3F,096-352-7223,https://www.lunon-group.com/,無
AOZORA HAIR FUJISAKIGU,860-0848,熊本県,熊本市,中央区南坪井町10−17冨田ビル1階,096-354-1222,https://beauty.hotpepper.jp/slnH000351262/,有
AOZORA HAIR,860-0848,熊本県,熊本市,中央区南坪井町3-7 宮野ビル1F,096-355-5088,https://beauty.hotpepper.jp/slnH000249542/,無
ZERUDA新町本店,860-0004,熊本県,熊本市,中央区新町3-4-2兵庫屋ビル1F,096-359-3256,https://beauty.hotpepper.jp/slnH000300957/,無
hairmakeMOZO,868-0008,熊本県,人吉市,中青井町354-29,0966-26-0688,,有
髪弄屋SaboteN (カミイジリヤサボテン),869-2301,熊本県,阿蘇市,内牧252-11,096-732-2579,https://riyou.jp/city/kumamoto/43214/86104/,無
HAIR ART SHY takter,865-0058,熊本県,玉名市,六田29−2,0968-74-3312,http://hair-shy.com/,無
ルジャルダン伊勢崎店,372-0043,群馬県,伊勢崎市緑町6-11,,0270-40-5053,https://the-kid.co.jp,有
nico.,372-0001,群馬県,伊勢崎市,波志江町1912−9,0270-50-7080,https://beauty.hotpepper.jp/slnH000315808/,無
メッカ伊勢崎,372-0801,群馬県,伊勢崎市宮子町3423-15 ベイシア西部モール1F,,0270-61-9138,https://the-kid.co.jp,有
FIORE hair muse,372-0812,群馬県,伊勢崎市,連取町1613-8 コーポタガヤA,0270-75-4190,https://beauty.hotpepper.jp/slnH000313816/,無
STELLA☆HAIR,371-0802,群馬県,前橋市,天川町10−9,027-221-6466,,有
メッカ 前橋店,371-0847,群馬県,前橋市大友町2-23-5 アルファビル1F,,027-288-0244,https://the-kid.co.jp,有
hair salon HUG,371-0056,群馬県,前橋市,青柳町502‐9,027-289-3290,https://beauty.hotpepper.jp/slnH000377387/,有
メッカ高崎店,370-0046,群馬県,高崎市江木町1553,,027-310-5053,https://the-kid.co.jp,有
hair a.c.t,370-0005,群馬県,高崎市,浜尻町206-10,027-361-1089,https://hair-act-company.com/,有
arrow hair,370-0018,群馬県,高崎市,新保町324 Green Square E号,027-362-0800,https://beauty.hotpepper.jp/slnH000345073/,有
Ice Candy SPICE,370-0018,群馬県,高崎市,新保町268-1 井草ビル2F 201,027-365-5529,https://beauty.hotpepper.jp/kr/slnH000371481/,無
リリィ美容院,373-0852,群馬県,太田市,新井町564-10,0276-30-3717,http://www.riri-plus-atelier.com/,有
Hair's Emotion ZERUCH,373-0813,群馬県,太田市,内ケ島町860,0276-55-3008,https://beauty.hotpepper.jp/slnH000311343/,無
Hair&make APHRODITE,370-0514,群馬県,邑楽郡,大泉町朝日5−4−21,0276-55-3287,https://beauty.hotpepper.jp/slnH000359235/,有
borca,373-0818,群馬県,太田市,小舞木町14-1,0276-56-9326,,無
HIRO美容室,374-0016,群馬県,館林市,松原1丁目12−34,0276-72-5944,http://hi-ro.perma.jp/,有
Cogic,379-2304,群馬県,太田市,大原町1226-37,0277-32-3841,http://hair-lounge-cogic.net/,無
WISTARIA FIELD ORB,738-0034,広島県,廿日市市,宮内1522−2,0120-150-185,http://www.wistaria-field.co.jp/?p=salon,有
WISTARIA FIELD COR,730-0037,広島県,広島市中区,中町9−12 三井ガーデンホテル1F,0120-160-185,http://www.wistaria-field.co.jp/?p=salon,有
WISTARIA FIELD VILLA,735-0006,広島県,安芸郡府中町,本町2−9−27,0120-186-185,http://www.wistaria-field.co.jp/?p=salon,有
WISTARIA FIELD ZAWA,733-0863,広島県,広島市西区,草津南4丁目7-1 アルパーク北棟1F,0120-188-185,http://www.wistaria-field.co.jp/?p=salon,有
HEARTS 五日市店(ハーツ イツカイチテン),731-5128,広島県,広島市佐伯区,五日市中央1−2−38,050-3473-5668,http://www.crede-group.com/,無
MOL,731-5125,広島県,広島市,佐伯区五日市駅前1-3-16 1階,082-208-0313,https://beauty.hotpepper.jp/slnH000255262/,有
La fith clan,730-0035,広島県,広島市,中区本通9−34 キショウ堂ビル 3F,082-240-1115,,無
MIYANISHI hiroshima(ミヤニシ ヒロシマ ),730-0031,広島県,広島市,中区紙屋町1‐5‐6‐1F,082-246-0038,https://www.miyanishi.me/,無
Noa(ノア),730-0033,広島県,広島市中区,堀川町5−9松下ビル2F,082-246-7447,http://www.crede-group.com/,無
Maitre,730-0035,広島県,広島市中区,本通7−27 2F,082-246-7616,,無
smile on nylon(スマイルオンナイロン),730-0035,広島県,広島市中区,本通リ9−2,082-247-0196,,有
co-kyu,730-0036,広島県,広島市,中区袋町7-12 1F,082-247-5942,https://co-kyuhair.com/,無
Lodge Art,730-0034,広島県,広島市,中区新天地5−21 タウン新天地ビル2F,082-247-9777,,無
LIC(リク),730-0037,広島県,広島市,中区中町2番2号 末広ビル302,082-248-0220,http://www.lic-hair.com/,有
merci,730-0036,広島県,広島市中区,袋町7−1 3F,082-249-3357,,無
SNOBCAS,730-0035,広島県,広島市,中区本通5-5 TAMAYA Bldg.4F,082-249-6657,http://www.snob-hair.com/,無
Maitre et coupe.Spa.,730-0035,広島県,広島市中区,本通1−6 ミタキヤビル5F,082-249-9670,,無
スラッシュ 広島店,734-0003,広島県,広島市南区宇品東6-1-15 イオン宇品SC2F,,082-256-2701,https://the-kid.co.jp,無
Lodge,730-0036,広島県,広島市,中区袋町6−1,082-258-1455,,無
merry,730-0036,広島県,広島市,中区袋町7-2 並木ビル 4F,082-259-3897,https://beauty.hotpepper.jp/slnH000367331/,無
corte hair,732-0811,広島県,広島市,南区段原3丁目20−19,082-262-1712,http://www.corte-hair.jp/,無
FACE OUEST(フェイスウエスト),733-0821,広島県,広島市,西区庚午北2-15-15,082-272-8915,http://www.salon-de-face.co.jp/index.html,無
Hi-De(ハイディー),733-0843,広島県,広島市西区,井口鈴ガ台3−18−7,082-277-3710,http://guerir-hair.com/#top,有
Crede hair's 井口店(クレーデヘアーズ イノクチテン),733-0842,広島県,広島市西区,井口4−2−35,082-278-1444,http://www.crede-group.com/,有
Stylist SHIN サンリブ府中店,735-0021,広島県,安芸郡府中町,大須4-2-10 3F,082-285-9401,http://www.stylist-shin.com/,無
guerir府中店(ゲリール フチュウテン),732-0042,広島県,広島市東区,矢賀4−12−18,082-287-2877,http://guerir-hair.com/#top,無
RoLLy hair design,737-0051,広島県,呉市,中央2丁目5−15,082-322-2235,http://www.rolly-hair.com/,無
MIYANISHI271(ミヤニシ271),737-0046,広島県,呉市,中通2-7-1,0823-27-6688,http://www.miyanishi.me/,無
Vert hair,737-0046,広島県,呉市,中通リ4-6-5 miyado bldg 1F,0823-27-7008,http://vert-hair.jimdo.com/,無
miyanishi Alpha(ミヤニシ アルファ ),737-0902,広島県,呉市,焼山此原町21-25-102,0823-33-3201,http://www.miyanishi.me/,無
LOCOPICARO(ロコピカロ),739-0014,広島県,東広島市,西条昭和町13−17,0824-21-3801,,無
LOCOPICARO PRESTO(ロコピカロ ブレスト),739-0047,広島県,東広島市,西条下見6−6−19,0824-22-8595,http://www.locopicaro.com/,無
FACE EAST (フェイスイースト),739-0013,広島県,東広島市,西条町土与丸1-5-7 ユメタウン新館2F,082-431-6770,http://www.salon-de-face.co.jp/index.html,有
drag,728-0022,広島県,三次市,西酒屋町179−7,0824-63-8780,http://drag-hair.com/,無
LOCOPICARO MUSSE(ロコピカロ ミュゼ),739-0015,広島県,東広島市,西条栄町10−30,0824-90-5886,http://www.locopicaro.com/,無
MASHU 紙屋町店,730-0031,広島県,広島市,中区紙屋町1-6-13,082-504-5040,http://www.mashu.co.jp/,無
FACE AU CENTRE (フェイスオサントル),730-0016,広島県,広島市,中区幟町5-14 パークマンション102,082-511-1100,http://www.salon-de-face.co.jp/index.html,無
クレオヘアインターナショナル,730-0011,広島県,広島市,中区基町6-78 パセーラ9階,082-511-2470,http://www.cleo-hi.com/,無
SNOB hair,730-0029,広島県,広島市,中区三川町4-9 2F,082-542-0257,http://www.snob-hair.com/,無
MASHU 袋町店,730-0035,広島県,広島市,中区本通リ9-19 2F,082-542-8888,http://www.mashu.co.jp/,無
PROSOL Rita,731-5109,広島県,広島市,佐伯区石内北2丁目4-11,082-554-4861,www.prosol.co.jp/,無
Stylist SHIN SURGE,735-0021,広島県,安芸郡府中町,大須2丁目1-1 2F,082-561-0180,http://www.stylist-shin.com/,無
PROSOL calme,734-0014,広島県,広島市,南区宇品西3-1-53,082-567-5696,www.prosol.co.jp/,無
HEARTS 沼田店(ハーツ ヌマタテン),731-3164,広島県,広島市安佐南区,伴東7−54−49,082-811-8793,http://www.crede-group.com/,無
Stylist SHIN 海田店,736-0022,広島県,安芸郡海田町,蟹原1-13-8,082-823-7450,http://www.stylist-shin.com/,無
PROSOL 大町店,731-0125,広島県,広島市,安佐南区大町西1-4-38,082-831-5205,www.prosol.co.jp/,無
corte.,739-1732,広島県,広島市安佐北区落合南,1丁目2−16,082-843-7946,http://www.corte-hair.jp/,無
美容室 Arden,739-1732,広島県,広島市,安佐北区落合南2-1-30,082-843-8888,http://www.goroweb.com/,無
GARDENes 府中店(ガーデンエス フチュウテン),732-0033,広島県,広島市東区,温品1−3−2フォレオ広島東B棟2階,082-847-5101,http://www.crede-group.com/,無
WISTARIA FIELD PLANCHES,731-0113,広島県,広島市安佐南区,西原5丁目19-44(ユメタウン祇園敷地内),082-850-1058,http://www.wistaria-field.co.jp/?p=salon,有
GARDENes 緑井店,731-0103,広島県,広島市,安佐南区緑井2-14-26,082-870-3522,http://www.crede-group.com/,無
Crede hairs 相田店,731-0141,広島県,広島市,安佐南区相田1-14-18,082-872-0390,http://www.crede-group.com/,無
amo hair 大町店(アモヘア オオマチテン),731-0125,広島県,広島市安佐南区,大町西3−5−28,082-877-5674,http://www.crede-group.com/,無
HEARTS 上安店(ハーツ カミヤステン),731-0154,広島県,広島市安佐南区,上安2−11−16,082-878-7060,http://www.crede-group.com/,無
Stylist SHIN フジグラン安芸店,731-4311,広島県,安芸郡坂町,北新地2-3-30 1F,082-885-4533,http://www.stylist-shin.com/,無
Stylist SHIN 矢野駅前店,736-0085,広島県,安芸区,矢野西4丁目3-11,082-888-4003,http://www.stylist-shin.com/,無
SNOB emoi,735-0006,広島県,安芸郡府中町,本町5-1-23,082-890-0018,http://www.snob-hair.com/,無
guerir中野店(ゲリール ナカノテン),739-0321,広島県,広島市安芸区,中野2−1−1,082-892-2138,http://www.setup-group.jp/,無
SNob:ciNQ,731-5125,広島県,広島市,佐伯区五日市駅前1-11-13,082-924-5755,http://www.snob-hair.com/,無
amo hair 城山店(アモヘア ジョウヤマテン),731-5155,広島県,広島市佐伯区,城山2−2−2,082-927-6967,http://www.crede-group.com/,無
Crede hairs 五日市店,731-5115,広島県,広島市,佐伯区八幡東4-28-68-12,0829-29-5436,http://www.crede-group.com/,無
PROSOL 廿日市店,738-0027,広島県,廿日市市,平良山手10-33,0829-30-8670,www.prosol.co.jp/,無
WISTARIA FIELD PORT,738-0023,広島県,廿日市市,下平良2-2-1 ユメタウン廿日市2F,0829-32-1058,http://www.wistaria-field.co.jp/?p=salon,有
Pledge,731-513,広島県,広島市,佐伯区楽々園2-2-2-広電ビル1F,082-943-6380,https://www.pledge-hair-nail-eyelash.com/,無
SNOB ARTY,731-0137,広島県,広島市,安佐南区山本2-3-31,082-962-3348,http://www.snob-hair.com/,無
Root hair(ルートヘア),723-0051,広島県,三原市,宮浦3−35−26,0848-38-1240,http://www.crede-group.com/,無
UNLEASH HAIR,721-0974,広島県,福山市,東深津町1-23-43,084-921-8277,http://bloom-flowers.jp/,無
allianz canal,720-0824,広島県,福山市,多治米町4-13-12,084-957-0510,http://bloom-flowers.jp/,無
Chart Reuse,721-0952,広島県,福山市,曙町5-24-46,084-957-7705,http://bloom-flowers.jp/,無
リビアス 福山サンステ店,720-0066,広島県,福山市,三之丸町30-1 サンステ福山店 2階,084-959-2059,https://loco.yahoo.co.jp/place/g-eP_cnsLNw2Y/?utm_source=dd_spot&sc_e=sydd_spot_ttl&lsbe=1,無
cotina(コティナ),720-0073,広島県,福山市,北吉津町5−2−1,0849-59-5656,,無
Bloom Flowers.,720-0063,広島県,福山市,元町12-18,084-973-5505,http://bloom-flowers.jp/,無
Caaryhair design,720-0825,広島県,福山市,沖野上町沖野上町4丁目21−35,084-982-8400,,無
kamiyuidoko nin,768-0011,香川県,観音寺市,出作町1245,0875-24-8337,,無
tutti hair&make,763-0066,香川県,丸亀市,天満町1-12-18 SKビル1F,0877-21-0435,http://tutti-g.com/content/salon/tutti,有
NACITA ユメタウン丸亀店,763-0055,香川県,丸亀市,新田町橋本150 ユメタウン丸亀1F,0877-21-1551,http://www.f-b-hair.com/,有
LUCID STYLE RICHE's,763-0091,香川県,丸亀市,川西町北1363-4,0877-21-7155,http://www.f-b-hair.com/,有
Hair Make GIGI 宇多津店,769-0202,香川県,綾歌郡,宇多津町浜二番丁18-3,0877-41-0558,www.gigi-cogitoergosum-1478.com/,有
ヤマウチ美容室,765-0011,香川県,善通寺市,上吉田町2丁目2-1,0877-63-1171,,無
Hair Make GIGI 善通寺店,765-0032,香川県,善通寺市,原田町2329−5,0877-63-5401,www.gigi-cogitoergosum-1478.com/,有
addictic GIGI,761-8032,香川県,高松市,鶴市町207-1,087-802-2600,www.gigi-cogitoergosum-1479.com/,有
EUPHORIA･HAIR&BEAUTY,761-8073,香川県,高松市,太田下町2600-1,087-813-5775,http://euphoria-hair.info/,無
GEEK,760-0029,香川県,高松市,丸亀町6−1 フェスタ1 2F,087-822-8335,http://geek-takamatsu.com/,無
美容室S&Sサカモトイオン高松東店,760-0066,香川県,高松市,福岡町3丁目8-5,087-826-4362,http://sakamoto-g.co.jp/,有
美容室サカモト本店,760-0017,香川県,高松市,番町5丁目1-11,087-833-0784,http://sakamoto-g.co.jp/,有
LaFENCE,760-0073,香川県,高松市,栗林町2丁目18-14,087-834-4787,http://www.lafence.jp/,無
NEO VADOO,760-0077,香川県,高松市,上福岡町 2002-1,087-837-8839,https://www.vadoo.jp/,無
camellia HAIRイオンモール高松店,761-8012,香川県,高松市,香西本町1-1,087-842-8221,http://sakamoto-g.co.jp/,有
Hair Make SHIN'S YASHIMA,761-0101,香川県,高松市,春日町1670−1,087-844-8588,http://www.shins.jp/,無
Hair Make SHIN'S MURE,761-0121,香川県,高松市,牟礼町牟礼1089−9,087-845-1669,http://www.shins.jp/,無
Hair Make SAMSARA,760-0005,香川県,高松市,宮脇町1-3-13,087-862-3890,http://sakamoto-g.co.jp/,有
JLICA HAIR,761-8075,香川県,高松市,多肥下町1506-2,087-868-0061,http://jlica.jp/sp/,無
Hair Make SHNI'S rainbow,761-8045,香川県,高松市,多肥下町1558−11,087-869-3100,http://www.shins.jp/,無
美容室 ANNEX JAPANユメタウン高松店,761-8072,香川県,高松市,三条町字中所608-1,087-869-7600,http://sakamoto-g.co.jp/,有
